lemma,pos,sentiment,inflections,stem
Vielseitigkeit,NN,0.004,Vielseitigkeiten,vielseit
Vielzahl,NN,0.004,,vielzahl
Visionär,NN,0.004,"Visionäres,Visionäre,Visionärs,Visionären",visionar
Vitalität,NN,0.004,,vitalitat
Vollständigkeit,NN,0.004,,vollstand
Vorbereitung,NN,0.004,Vorbereitungen,vorbereit
Vorsicht,NN,0.004,,vorsicht
Vorsorge,NN,0.004,Vorsorgen,vorsorg
Vorteil,NN,0.004,"Vorteilen,Vorteils,Vorteiles,Vorteile",vorteil
Wachsamkeit,NN,0.004,,wachsam
Wachstum,NN,0.004,Wachstums,wachstum
Wahrheit,NN,0.004,Wahrheiten,wahrheit
Weichheit,NN,0.004,Weichheiten,weichheit
Weisheit,NN,0.004,Weisheiten,weisheit
Weitsichtigkeit,NN,0.004,,weitsicht
Wert,NN,0.004,"Werte,Wertes,Werts,Werten",wert
Wertschätzung,NN,0.004,Wertschätzungen,wertschatz
Wertsteigerung,NN,0.004,Wertsteigerungen,wertsteiger
Widerstandsfähigkeit,NN,0.004,,widerstandsfah
Wiederbelebung,NN,0.004,Wiederbelebungen,wiederbeleb
Wiedergutmachung,NN,0.004,Wiedergutmachungen,wiedergutmach
Wiederherstellung,NN,0.004,Wiederherstellungen,wiederherstell
Wiederkehr,NN,0.004,,wiederkehr
Wiedervereinigung,NN,0.004,Wiedervereinigungen,wiederverein
Wille,NN,0.004,"Willen,Willens",will
Wirksamkeit,NN,0.004,Wirksamkeiten,wirksam
Wissen,NN,0.004,Wissens,wiss
Witz,NN,0.004,"Witzen,Witzes,Witze",witz
Wohlergehen,NN,0.004,Wohlergehens,wohlergeh
Wohlgefallen,NN,0.004,Wohlgefallens,wohlgefall
Wohlstand,NN,0.004,"Wohlstandes,Wohlstands,Wohlstande",wohlstand
Wohltat,NN,0.004,Wohltaten,wohltat
Wohltäter,NN,0.004,"Wohltäters,Wohltätern",wohltat
Wohltätigkeit,NN,0.004,Wohltätigkeiten,wohltat
Wohlwollen,NN,0.004,Wohlwollens,wohlwoll
Wunder,NN,0.0741,"Wundern,Wunders",wund
Wärme,NN,0.004,,warm
Zenit,NN,0.004,"Zenites,Zeniten,Zenits,Zenite",zenit
Ziel,NN,0.004,"Ziels,Ziele,Zieles,Zielen",ziel
Zuflucht,NN,0.004,Zufluchten,zuflucht
Zufriedenheit,NN,0.2207,,zufried
Zugabe,NN,0.0882,Zugaben,zugab
Zugänglichkeit,NN,0.004,,zugang
Zulage,NN,0.004,Zulagen,zulag
Zulässigkeit,NN,0.004,,zulass
Zuneigung,NN,0.004,Zuneigungen,zuneig
Zusammenarbeit,NN,0.0893,Zusammenarbeiten,zusammenarbeit
Zusammengehörigkeit,NN,0.004,,zusammengehor
Zusammenhalt,NN,0.1947,"Zusammenhaltes,Zusammenhalte,Zusammenhalts,Zusammenhalten",zusammenhalt
Zuschuß,NN,0.004,"Zuschüße,Zuschußes,Zuschüßen,Zuschußs",zuschuss
Zustimmung,NN,0.004,Zustimmungen,zustimm
Zuverlässigkeit,NN,0.004,,zuverlass
Zuversicht,NN,0.0727,,zuversicht
abgesichert,ADJX,0.004,"abgesicherte,abgesichertem,abgesicherten,abgesicherter,abgesichertes,abgesichertere,abgesicherterem,abgesicherteren,abgesicherterer,abgesicherteres,abgesichertste,abgesichertstem,abgesichertsten,abgesichertster,abgesichertstes",abgesichert
abmachen,VVINF,0.004,"abgemacht,abmachst,abmachet,abmachten,abmacht,abmache,abmachtest,abmachte,abmachest,abmachtet",abmach
abschließen,VVINF,0.004,"abschließe,abschließt,abschließest,abschließet,abschloss,abschloß,abschlossest,abschlosst,abschloßt,abschlossen,abschlösse,abschlössest,abschlössen,abschlösset,abgeschlossen",abschliess
absolut,ADJX,0.2418,"absoluterem,absolutem,absolutestem,absolutesten,absoluten,absolutere,absolutestes,absolutester,absoluteren,absolutes,absoluteres,absoluterer,absoluter,absolute,absoluteste",absolut
abstimmen,VVINF,0.004,"abstimmtest,abstimmtet,abstimmt,abstimmest,abstimmet,abstimmten,abgestimmt,abstimmte,abstimmst,abstimme",abstimm
abwechslungsreich,ADJX,0.5797,"abwechslungsreichster,abwechslungsreichere,abwechslungsreicheren,abwechslungsreicherem,abwechslungsreichsten,abwechslungsreichstem,abwechslungsreichstes,abwechslungsreichste,abwechslungsreichen,abwechslungsreichem,abwechslungsreicherer,abwechslungsreicher,abwechslungsreicheres,abwechslungsreiches,abwechslungsreiche",abwechslungsreich
addieren,VVINF,0.004,"addierst,addierten,addierest,addiere,addiertet,addierte,addiertest,addieret,addiert",addi
adrett,ADJX,0.1987,"adrettestes,adrettere,adretteren,adrettester,adrettestem,adrettesten,adretterem,adrettem,adretten,adretteste,adrette,adretter,adrettes,adretteres,adretterer",adrett
agil,ADJX,0.1959,"agilstes,agilster,agileren,agilerem,agilsten,agilstem,agilere,agileres,agiles,agiler,agilen,agilem,agilerer,agilste,agile",agil
akkurat,ADJX,0.004,"akkuratester,akkuratestes,akkuratem,akkuraten,akkurater,akkurates,akkurateres,akkuratere,akkurate,akkuraterer,akkuratesten,akkuraterem,akkuratestem,akkurateren,akkurateste",akkurat
aktiv,ADJX,0.0911,"aktivere,aktiveren,aktiverem,aktivste,aktivem,aktiven,aktiver,aktives,aktivster,aktiverer,aktivstes,aktiveres,aktive,aktivstem,aktivsten",aktiv
aktualisieren,VVINF,0.004,"aktualisiertest,aktualisieret,aktualisiert,aktualisiere,aktualisierte,aktualisierest,aktualisiertet,aktualisierst,aktualisierten",aktualisi
aktuell,ADJX,0.004,"aktuellere,aktueller,aktuelle,aktuellen,aktuellem,aktuellerem,aktuelles,aktuellsten,aktuellstem,aktuelleren,aktuellste,aktuelleres,aktuellerer,aktuellstes,aktuellster",aktuell
akzeptabel,ADJX,0.004,"akzeptabelster,akzeptabler,akzeptabelstem,akzeptabelsten,akzeptablen,akzeptablere,akzeptablem,akzeptabelste,akzeptable,akzeptablerem,akzeptableres,akzeptablerer,akzeptables,akzeptabelstes,akzeptableren",akzeptabel
akzeptieren,VVINF,0.004,"akzeptiertet,akzeptiertest,akzeptierest,akzeptiert,akzeptieret,akzeptierten,akzeptierst,akzeptiere,akzeptierte",akzepti
allerbeste,ADJX,0.004,"allerbestem,allerbesten,allerbester,allersbestes",allerb
allererste,ADJX,0.004,"allererstem,allerersten,allererster,allererstes",allererst
allgemeingültig,ADJX,0.004,"allgemeingültige,allgemeingültigem,allgemeingültigen,allgemeingültiger,allgemeingültiges",allgemeingult
allumfassend,ADJX,0.004,"allumfassende,allumfassendem,allumfassenden,allumfassender,allumfassendes",allumfass
anbieten,VVINF,0.004,"anbiete,anbietest,anbietet,anbot,anbotest,anbotst,anboten,anbotet,anböte,anbötest,anböten,anbötet",anbiet
anerkannt,ADJX,0.0785,"anerkannteren,anerkannterem,anerkannteres,anerkannterer,anerkanntester,anerkannter,anerkanntes,anerkanntestem,anerkanntesten,anerkannten,anerkannte,anerkanntem,anerkanntere,anerkanntestes,anerkannteste",anerkannt
anerkennen,VVINF,0.004,"anerkenne,anerkennst,anerkennt,anerkennest,anerkennet,anerkannte,anerkanntest,anerkannten,anerkanntet",anerkenn
anerkennenswert,ADJX,0.004,"anerkennenswertesten,anerkennenswerterem,anerkennenswertestem,anerkennenswertes,anerkennenswertester,anerkennenswerter,anerkennenswertestes,anerkennenswertere,anerkennenswerteren,anerkennenswertem,anerkennenswerterer,anerkennenswerteste,anerkennenswerten,anerkennenswerteres,anerkennenswerte",anerkennenswert
angemessen,ADJX,0.004,"angemessnerer,angemessenere,angemessneres,angemessneren,angemessenes,angemessnerem,angemessener,angemessene,angemessenem,angemessenen,angemesseneren,angemessenerem,angemesseneres,angemessenerer,angemessenstem,angemessensten,angemessner,angemessenster,angemessenstes,angemessenste,angemessnere",angemess
angenehm,ADJX,0.4887,"angenehmes,angenehmer,angenehmeres,angenehmerer,angenehmen,angenehmstem,angenehmsten,angenehmere,angenehmstes,angenehme,angenehmster,angenehmste,angenehmem,angenehmerem,angenehmeren",angenehm
angesehen,ADJX,0.004,"angesehnerem,angesehensten,angesehneren,angesehene,angeseheneren,angesehenerem,angesehenstem,angeseheneres,angesehnerer,angesehenerer,angesehneres,angesehenen,angesehenem,angesehnere,angesehenere,angesehenes,angesehener,angesehner,angesehenste,angesehenstes,angesehenster",angeseh
anheben,VVINF,0.004,"anhebe,anhebst,anhebt,anhebest,anhebet,anhob,anhobst,anhoben,anhobt,anhöbe,anhöbest,anhöbst,anhöben,anhöbet,anhöbt",anheb
anheitern,VVINF,0.004,angeheitert,anheit
ankurbeln,VVINF,0.004,"ankurbele,ankurble,ankurbelst,ankurbelt,ankurblest,ankurblet,ankurbelte,ankurbeltest,ankurbelten,ankurbeltet,angekurbelt",ankurbeln
anlocken,VVINF,0.004,"anlocke,anlockst,anlockt,anlockest,anlocket,anlockte,anlocktest,anlockten,anlocktet,angelockt",anlock
annehmbar,ADJX,0.004,"annehmbareren,annehmbareres,annehmbarerer,annehmbarste,annehmbare,annehmbarstem,annehmbarere,annehmbares,annehmbarsten,annehmbarstes,annehmbaren,annehmbarster,annehmbarem,annehmbarer,annehmbarerem",annehmbar
annähern,VVINF,0.004,"angenähert,annähertet,annäherte,annähert,annähere,annähertest,annäherten,annäheren,annäherst",annah
anpassen,VVINF,0.004,"anpasse,anpasst,anpaßt,anpassest,anpasset,anpasste,anpaßte,anpasstest,anpaßtest,anpassten,anpaßten,anpasstet,anpaßtet",anpass
anpassungsfähig,ADJX,0.0799,"anpassungsfähigstes,anpassungsfähige,anpassungsfähigster,anpassungsfähiger,anpassungsfähiges,anpassungsfähigeres,anpassungsfähigerer,anpassungsfähigere,anpassungsfähigerem,anpassungsfähigste,anpassungsfähigeren,anpassungsfähigem,anpassungsfähigstem,anpassungsfähigsten,anpassungsfähigen",anpassungsfah
anreichern,VVINF,0.004,"anreichertet,anreicheren,anreicherten,anreicherst,anreichere,angereichert,anreichert,anreichertest,anreicherte",anreich
ansehnlich,ADJX,0.0931,"ansehnlicheres,ansehnlicherer,ansehnlichem,ansehnlichstes,ansehnlichster,ansehnlichste,ansehnlichstem,ansehnlichsten,ansehnlichen,ansehnlicheren,ansehnlicherem,ansehnlicher,ansehnliches,ansehnliche,ansehnlichere",ansehn
ansprechend,ADJX,0.3382,"ansprechende,ansprechendem,ansprechenden,ansprechender,ansprechenderen,ansprechenderem,ansprechendes,ansprechendstem,ansprechendsten,ansprechenderer,ansprechendste,ansprechenderes,ansprechendster,ansprechendere,ansprechendstes",ansprech
anspruchsvoll,ADJX,0.2216,"anspruchsvollerem,anspruchsvollere,anspruchsvollen,anspruchsvollem,anspruchsvolleres,anspruchsvollerer,anspruchsvoller,anspruchsvollstes,anspruchsvollster,anspruchsvolleren,anspruchsvollsten,anspruchsvolle,anspruchsvolles,anspruchsvollstem,anspruchsvollste",anspruchsvoll
ansteigen,VVINF,0.004,"ansteige,ansteigst,ansteigt,ansteigest,ansteiget,anstieg,anstiegst,anstiegen,anstiegt,anstiege,anstiegest,anstieget",ansteig
anständig,ADJX,0.0977,"anständigere,anständiges,anständigeres,anständiger,anständigerer,anständigem,anständigen,anständigeren,anständigsten,anständigste,anständigerem,anständige,anständigstem,anständigster,anständigstes",anstand
anteilig,ADJX,0.004,"anteiligeres,anteiligerer,anteiligerem,anteiligeren,anteiliger,anteiligere,anteiliges,anteiligen,anteilige,anteiligster,anteiligste,anteiligstes,anteiligem,anteiligsten,anteiligstem",anteil
anvertrauen,VVINF,0.004,"anvertrautet,anvertraust,anvertraute,anvertraut,anvertraue,anvertrauet,anvertrauest,anvertrautest,anvertrauten",anvertrau
anziehen,VVINF,0.004,"anziehen,anziehst,anzieht,anziehest,anziehet,anzog,anzogst,anzogen,anzogt,anzöge,anzögest,anzögst,anzögen,anzöget,anzögt",anzieh
applaudieren,VVINF,0.004,"applaudieret,applaudierten,applaudierte,applaudierest,applaudiertest,applaudiertet,applaudierst,applaudiert,applaudiere",applaudi
artig,ADJX,0.225,"artigstem,artigsten,artigster,artigere,artigerem,artige,artigeren,artigem,artigerer,artigstes,artigen,artigste,artigeres,artiges,artiger",artig
atemberaubend,ADJX,0.3261,"atemberaubenderen,atemberaubenderem,atemberaubendster,atemberaubenderer,atemberaubende,atemberaubendstem,atemberaubendsten,atemberaubenderes,atemberaubendere,atemberaubendstes,atemberaubendes,atemberaubender,atemberaubendste,atemberaubenden,atemberaubendem",atemberaub
attraktiv,ADJX,0.2162,"attraktives,attraktiver,attraktivstes,attraktiveres,attraktivster,attraktiverer,attraktive,attraktivsten,attraktiveren,attraktivstem,attraktiverem,attraktivste,attraktivere,attraktiven,attraktivem",attraktiv
aufbereiten,VVINF,0.004,"aufbereite,aufbereitest,aufbereitet,aufbereitete,aufbereitetest,aufbereiteten,aufbereitetet",aufbereit
aufbessern,VVINF,0.004,"aufbessertest,aufbesserten,aufbesseren,aufbessertet,aufgebessert,aufbesserst,aufbesserte,aufbessert,aufbessere",aufbess
aufblühen,VVINF,0.0845,"aufblühe,aufblühst,aufblüht,aufblühest,aufblühet,aufblühte,aufblühtest,aufblühten,aufblühtet,aufgeblüht",aufbluh
auferstehen,VVINF,0.004,"auferstehe,auferstehst,aufersteht,auferstehest,auferstehet,auferstand,auferstandest,auferstandst,auferstanden,auferstandet,auferstände,auferstünde,auferständest,auferstündest,auferständet,auferstündet",aufersteh
aufmerksam,ADJX,0.004,"aufmerksamstem,aufmerksamsten,aufmerksamere,aufmerksame,aufmerksamster,aufmerksamstes,aufmerksames,aufmerksamer,aufmerksameres,aufmerksamerer,aufmerksamste,aufmerksameren,aufmerksamen,aufmerksamerem,aufmerksamem",aufmerksam
aufmuntern,VVINF,0.004,"aufmunterte,aufmuntertet,aufmunterst,aufmunteren,aufmuntere,aufmunterten,aufmuntertest,aufmuntert,aufgemuntert",aufmunt
aufmunternd,ADJX,0.004,"aufmunternde,aufmunterndem,aufmunternden,aufmunternder,aufmunterndes,aufmunterndere,aufmunternderem,aufmunternderen,aufmunternderer,aufmunternderes,aufmunterndste,aufmunterndstem,aufmunterndsten,aufmunterndster,aufmunterndstes",aufmunternd
aufrecht,ADJX,0.004,"aufrechtester,aufrechterem,aufrechtestes,aufrechte,aufrechtestem,aufrechtesten,aufrechtere,aufrechtem,aufrechten,aufrechter,aufrechteren,aufrechtes,aufrechteres,aufrechterer,aufrechteste",aufrecht
aufrichtig,ADJX,0.004,"aufrichtigerem,aufrichtigste,aufrichtigeren,aufrichtige,aufrichtigeres,aufrichtigerer,aufrichtigster,aufrichtiger,aufrichtigstes,aufrichtiges,aufrichtigem,aufrichtigsten,aufrichtigen,aufrichtigstem,aufrichtigere",aufricht
aufschwingen,VVINF,0.004,"aufschwinge,aufschwingst,aufschwingt,aufschwingest,aufschwinget,aufschwang,aufschwangst,aufschwangen,aufschwangt,aufschwänge,aufschwängest,aufschwängst,aufschwängen,aufschwänget,aufschwängt,aufgeschwungen",aufschwing
aufsteigen,VVINF,0.004,"aufsteige,aufsteigst,aufsteigt,aufsteigest,aufsteiget,aufstieg,aufstiegst,aufstiegen,aufstiegt,aufstiege,aufstiegest,aufstieget,aufgestiegen",aufsteig
aufstocken,VVINF,0.004,"aufgestockt,aufstocket,aufstockest,aufstockten,aufstocktet,aufstockst,aufstockte,aufstockt,aufstocke,aufstocktest",aufstock
auftreiben,VVINF,0.004,"auftreibe,auftreibst,auftreibt,auftreibest,auftreibet,auftrieb,auftrieben,auftriebt,auftriebe,auftriebest,auftriebet,aufgetrieben",auftreib
aufwendig,ADJX,0.004,"aufwendiger,aufwendiges,aufwendigem,aufwendigere,aufwendigstem,aufwendigen,aufwendigsten,aufwendigerer,aufwendigeres,aufwendigste,aufwendigerem,aufwendigeren,aufwendige,aufwendigster,aufwendigstes",aufwend
aufwerten,VVINF,0.004,"aufwerte,aufwertest,aufwertet,aufwertete,aufwertetest,aufwerteten,aufwertetet,aufgewertet",aufwert
aufwärts,ADV,0.004,,aufwart
ausbauen,VVINF,0.004,"ausbaue,ausbaut,ausbautest,ausbauten,ausbauet,ausbaute,ausgebaut,ausbaust,ausbauest,ausbautet",ausbau
ausbilden,VVINF,0.004,"ausbildete,ausgebildet,ausbildet,ausbildte,ausbildten,ausbildeten,ausbildtet,ausbildest,ausbildetest,ausbildetet,ausbildtest,ausbilde",ausbild
ausdauern,VVINF,0.004,"ausdauere,ausdauerst,ausdauert,ausdauerte,ausdauertest,ausdauerten,ausdauertet,ausgedauert",ausdau
ausführlich,ADJX,0.004,"ausführlichem,ausführlicherer,ausführlichen,ausführliche,ausführlicher,ausführlicheres,ausführlichere,ausführliches,ausführlichster,ausführlicherem,ausführlichstem,ausführlichsten,ausführlicheren,ausführlichstes,ausführlichste",ausfuhr
ausgeflippt,ADJX,0.0756,"ausflippe,ausflippst,ausflippt,ausflippest,ausflippet,ausflippte,ausflipptest,ausflippten,ausflipptet,ausgeflippt",ausgeflippt
ausgeglichen,ADJX,0.0987,"ausgeglicheneres,ausgeglichner,ausgeglichene,ausgeglichenstes,ausgeglichenem,ausgeglichnere,ausgeglichenen,ausgeglichenere,ausgeglichenster,ausgeglichneres,ausgeglichnerer,ausgeglichensten,ausgeglichener,ausgeglichenes,ausgeglichenstem,ausgeglichenste,ausgeglichneren,ausgeglichnerem,ausgeglichenerem,ausgeglicheneren,ausgeglichenerer",ausgeg
ausgeweitet,ADJX,0.004,"ausgeweitete,ausgeweitetem,ausgeweiteten,ausgeweiteter,ausgeweitetes,ausgeweitetere,ausgeweiteterem,ausgeweiteteren,ausgeweiteterer,ausgeweiteteres,ausgeweitetste,ausgeweitetstem,ausgeweitetsten,ausgeweitetster,ausgeweitetstes",ausgeweitet
ausgewogen,ADJX,0.206,"ausgewogenstes,ausgewogenere,ausgewogner,ausgewogenster,ausgewognere,ausgewognerem,ausgewogneren,ausgewognerer,ausgewogenstem,ausgewogneres,ausgewogensten,ausgewogene,ausgewogenes,ausgewogener,ausgewogenste,ausgewogenem,ausgewogenerer,ausgewogeneres,ausgewogenerem,ausgewogeneren,ausgewogenen",ausgewog
ausgewählt,ADJX,0.004,"ausgewähltere,ausgewähltste,ausgewähltstem,ausgewählteren,ausgewählterem,ausgewählten,ausgewähltem,ausgewählter,ausgewähltes,ausgewähltster,ausgewähltstes,ausgewählte,ausgewähltsten,ausgewählterer,ausgewählteres",ausgewahlt
ausgezeichnet,ADJX,0.3146,"ausgezeichneteres,ausgezeichnetere,ausgezeichnetste,ausgezeichneterer,ausgezeichnetster,ausgezeichnetes,ausgezeichnetstes,ausgezeichneter,ausgezeichnetsten,ausgezeichnetem,ausgezeichnete,ausgezeichnetstem,ausgezeichneten,ausgezeichneteren,ausgezeichneterem",ausgezeichnet
ausgleichen,VVINF,0.004,"ausgleiche,ausgleichst,aufgleicht,ausgleichest,ausgleichet,ausglich,ausglichst,ausglicht,ausglichen,ausgliche,ausglichest,ausglichet,ausgeglichen",ausgleich
auskommen,VVINF,0.004,"auskomme,auskommst,auskommt,auskommest,auskommet,auskam,auskamst,auskamen,auskamt,auskäme,auskämest,auskämst,auskämen,auskämet,auskämt,ausgekommen",auskomm
auskurieren,VVINF,0.004,"auskurierte,auskurierst,auskurierten,auskuriere,auskurieret,auskurierest,auskuriert,auskuriertet,auskuriertest",auskuri
ausreichen,VVINF,0.004,"ausreiche,ausreichst,ausreicht,ausreichest,ausreichet,ausreichte,ausreichtest,ausreichten,ausreichtet,ausgereicht",ausreich
ausreichend,ADJX,0.004,"ausreichenderer,ausreichenderes,ausreichenderen,ausreichenderem,ausreichendere,ausreichendste,ausreichendem,ausreichende,ausreichenden,ausreichendstes,ausreichendster,ausreichender,ausreichendes,ausreichendsten,ausreichendstem",ausreich
aussichtsreich,ADJX,0.004,"aussichtsreicher,aussichtsreicheren,aussichtsreichste,aussichtsreichstes,aussichtsreichster,aussichtsreichen,aussichtsreicheres,aussichtsreichem,aussichtsreicherer,aussichtsreiche,aussichtsreicherem,aussichtsreichsten,aussichtsreiches,aussichtsreichere,aussichtsreichstem",aussichtsreich
ausweiten,VVINF,0.004,"ausweite,ausweitest,ausweitet,ausweitete,ausweitetest,ausweiteten,ausweitetet,ausgeweitet",ausweit
auszeichnen,VVINF,0.004,"auszeichnetest,auszeichnet,ausgezeichnet,auszeichnete,auszeichnest,auszeichneten,auszeichnetet,auszeichne",auszeichn
authentisch,ADJX,0.1885,"authentische,authentischer,authentischen,authentischem,authentischstem,authentischsten,authentischster,authentischstes,authentischerer,authentischeres,authentischste,authentischeren,authentischerem,authentischere,authentisches",authent
autonom,ADJX,0.004,"autonome,autonomerer,autonomer,autonomeren,autonomerem,autonomes,autonomem,autonomen,autonomeres,autonomere,autonomste,autonomstes,autonomster,autonomsten,autonomstem",autonom
außergewöhnlich,ADJX,0.3395,"außergewöhnlichstes,außergewöhnliche,außergewöhnlichere,außergewöhnlicheres,außergewöhnlichster,außergewöhnlicherer,außergewöhnlichstem,außergewöhnlichsten,außergewöhnlichste,außergewöhnlicherem,außergewöhnlicheren,außergewöhnliches,außergewöhnlicher,außergewöhnlichen,außergewöhnlichem",aussergewohn
außerordentlich,ADJX,0.1137,"außerordentlichsten,außerordentlichstem,außerordentlicher,außerordentliches,außerordentliche,außerordentlicherem,außerordentlicheren,außerordentlichen,außerordentlichem,außerordentlichere,außerordentlicherer,außerordentlicheres,außerordentlichste,außerordentlichstes,außerordentlichster",ausserordent
bahnbrechend,ADJX,0.004,"bahnbrechenden,bahnbrechendem,bahnbrechendstem,bahnbrechendere,bahnbrechende,bahnbrechendsten,bahnbrechenderem,bahnbrechenderen,bahnbrechenderer,bahnbrechenderes,bahnbrechendster,bahnbrechendstes,bahnbrechender,bahnbrechendes,bahnbrechendste",bahnbrech
barmherzig,ADJX,0.0744,"barmherzige,barmherzigere,barmherzigstem,barmherzigsten,barmherziges,barmherziger,barmherzigste,barmherzigstes,barmherzigem,barmherzigster,barmherzigen,barmherzigerem,barmherzigeren,barmherzigerer,barmherzigeres",barmherz
beachtenswert,ADJX,0.004,"beachtenswertesten,beachtenswerten,beachtenswertem,beachtenswerterem,beachtenswertestem,beachtenswerteren,beachtenswertes,beachtenswerter,beachtenswerteste,beachtenswertestes,beachtenswertester,beachtenswerte,beachtenswertere,beachtenswerterer,beachtenswerteres",beachtenswert
beachtlich,ADJX,0.004,"beachtlichstes,beachtlichster,beachtliches,beachtliche,beachtlicher,beachtlichsten,beachtlicheren,beachtlicherem,beachtlichstem,beachtlichen,beachtlichste,beachtlichem,beachtlicherer,beachtlichere,beachtlicheres",beachtlich
beauftragen,VVINF,0.004,"beauftragten,beauftragest,beauftragt,beauftrage,beauftragtest,beauftragte,beauftragst,beauftragtet,beauftraget",beauftrag
bedarfsgerecht,ADJX,0.004,"bedarfsgerechten,bedarfsgerechtestes,bedarfsgerechtester,bedarfsgerechter,bedarfsgerechtes,bedarfsgerechtesten,bedarfsgerechteste,bedarfsgerechtem,bedarfsgerechterem,bedarfsgerechteren,bedarfsgerechtere,bedarfsgerechte,bedarfsgerechtestem,bedarfsgerechterer,bedarfsgerechteres",bedarfsgerecht
bedarfsorientiert,ADJX,0.004,"bedarfsorientiertsten,bedarfsorientierte,bedarfsorientierterem,bedarfsorientiertes,bedarfsorientiertstem,bedarfsorientierterer,bedarfsorientierteres,bedarfsorientierteren,bedarfsorientiertere,bedarfsorientierter,bedarfsorientiertster,bedarfsorientiertste,bedarfsorientiertstes,bedarfsorientiertem,bedarfsorientierten",bedarfsorientiert
bedarft,ADJX,0.004,"bedarfteren,bedarfterem,bedarften,bedarftem,bedarftere,bedarftstem,bedarftsten,bedarfter,bedarfteres,bedarfterer,bedarftster,bedarftstes,bedarftes,bedarftste,bedarfte",bedarft
bedenken,VVINF,0.004,"bedenke,bedenkst,bedenkt,bedenkest,bedenket,bedachte,bedachtest,bedachten,bedachtet,bedächte,bedächtest,bedächten,bedächtet",bedenk
bedeuten,VVINF,0.004,"bedeute,bedeutest,bedeutet,bedeutete,bedeutetest,bedeuteten,bedeutetet",bedeut
bedeutend,ADJX,0.004,"bedeutendere,bedeutenderer,bedeutenderes,bedeutendste,bedeutendem,bedeutende,bedeutenden,bedeutendes,bedeutender,bedeutenderem,bedeutendsten,bedeutendstem,bedeutenderen,bedeutendstes,bedeutendster",bedeut
bedeutsam,ADJX,0.004,"bedeutsamsten,bedeutsamen,bedeutsamem,bedeutsamstem,bedeutsamster,bedeutsamer,bedeutsamerer,bedeutsamstes,bedeutsameres,bedeutsame,bedeutsames,bedeutsameren,bedeutsamerem,bedeutsamere,bedeutsamste",bedeutsam
beeindrucken,VVINF,0.2126,"beeindruckten,beeindruckest,beeindruckt,beeindrucke,beeindrucktet,beeindrucktest,beeindruckte,beeindruckst,beeindrucket",beeindruck
beeindruckend,ADJX,0.3408,"beeindruckende,beeindruckendem,beeindruckenden,beeindruckender,beeindruckendes,beeindruckendere,beeindruckenderem,beeindruckenderen,beeindruckenderer,beeindruckenderes,beeindruckendste,beeindruckendstem,beeindruckendsten,beeindruckendster,beeindruckendstes",beeindruck
befreien,VVINF,0.004,"befreiten,befreist,befreite,befreit,befreie,befreiest,befreitet,befreitest,befreiet",befrei
befriedigen,VVINF,0.0809,"befriedigtest,befriedigt,befriedigest,befriedige,befriedigst,befriedigten,befriedigte,befriediget,befriedigtet",befried
