id;dateiname;datum;ort;text
article_71;https_de.wikinews.org_wiki_Ch_C3_A1vez_droht_mit_einem_Anstieg_des__C3_96lpreises_im_Fall_eines_Angr;NA;Riad (Saudi;Arabien), 20.11.2007 – Der Präsident von Venezuela, Hugo Chávez, hat angemerkt, dass der Preis für Erdöl 200 Dollar pro Fass erreichen könne, wenn die Vereinigten Staaten den Iran überfielen. „Sollten die Vereinigten Staaten den Wahnsinn begehen, den Iran zu überfallen oder Venezuela erneut anzugreifen, wird der Preis für Erdöl nicht nur 100 Dollar erreichen, sondern 200 Dollar“, sagte Chávez bei der Eröffnung des dritten Gipfels der Staatsoberhäupter der Organisation Erdöl exportierender Länder (OPEC). Der venezolanische Präsident machte diese Äußerung, nachdem er plädiert hatte, die OPEC sollte sich eine politischere Tagesordnung zulegen, außerdem bat er darum, „dass die Drohungen gegen die Länder“ der Organisation aufhören. 100 Dollar pro Barrel bezeichnete er als einen „fairen“ Preis und erinnerte sich, dass zu der Zeit, als er die Präsidentschaft von Venezuela in 1999 antrat, der Preis auf ungefähr zehn Dollar gestiegen war. Vor einer Woche hatten sich die Preise für Rohöl der 100-Dollar-Marke genähert, und viele Beobachter halten es für möglich, dass diese Grenze bald überschritten wird. Dieser Artikel ist  teilweise eine Übersetzung eines fremdsprachigen Artikels vom 17.11.2007
article_72;https_de.wikinews.org_wiki_Chilenische_Studenten_demonstrieren_f_C3_BCr_Bildungsreformen;02.06.2006;Santiago de Chile (Chile) ;" In Chile demonstrieren Studenten für Bildungsreformen.
Für Dienstag, den 30. Mai 2006 wurde ein nationaler Studentenstreik angesetzt, um sich der Serie von Protesten anzuschließen, die vergangenen Monat von Studenten in der Haupstadt Santiago de Chile initiiert worden waren und als die „Rebellion der Pinguine“ bekannt wurde (als Anspielung auf die Uniformen der Studenten, deren Kleidungsstücke grau, schwarz und weiß sind). Die Proteste richten sich gegen die Ankündigung einer Reihe von Maßnahmen, die die Erhöhung der Gebühren für das Auswahlverfahren an Universitäten (PSU) und die Reduktion des kostenlosen Transports für die Studenten vorsehen. Die Demonstrationen ziehen sich schon seit mehreren Wochen in die Länge, ohne dass die beiden Parteien zu einer Einigung gefunden haben. Nach Angaben der Versammlung für die Koordination der Studenten (ACES) haben die Proteste die Aktivitäten von mehr als 250 Bildungseinrichtungen lahmgelegt, zu denen auch die Universität von Chile und die Universität von Santiago gehören. Am Nachmittag gab es Gespräche zwischen dem Bildungsministerium, Martín Zilic und gewählten Studenten in der Nationalbibliothek von Santiago. Stunden früher hatte die Präsidentin Michelle Bachelet einen Teil des Kabinetts im Palacio de la Moneda, dem Sitz des chilenischen Präsidenten, zusammengerufen. Bachelet räumte ein, dass eine „neue Bildungsreform“ nötig sei. Jedoch kam es zu blutigen Auseinandersetzungen wegen des Vorgehens der Polizei, die Tränengas einsetzte, um den Aufmarsch der Studenten zu sprengen. Das Fernsehen zeigte Polizisten, die im Begriff waren, Studenten festzunehmen, die auf ihren Bus warteten, und in der Gemeinde Maipú wurde Libio Saavedra, Kameramann eines Regional-Fernsehsenders, von 20 Poizisten mit den Füßen getreten. Die Medien berichteten außerdem von weiteren Übergriffen von Seiten der Polizei. Obwohl Felipe Harboe, Staatssekretär des Innenministeriums, am Dienstag gesagt hatte, dass er die Attacken ablehne und eine interne Untersuchung beantragt habe, sagte Víctor Barrueto, Intendant von Santiago, dass er keine Störung des Verkehrs hinnehmen werde, und rechtfertigte somit das Vorgehen der Uniformierten. „Warum greifen sie diese Kinder an, die noch nicht volljährig sind?“, fragte Adriana Arzola, Professorin und Mutter einer Studentin. Rodrigo Figueroa, 17-jähriger Student, kommentierte: „Das einzige, was die Regierung macht, ist, dass sie Tränengasbomben schmeißt.“ Ein anderer Student, Andrés, hob seinen Wunsch hervor, dass die schulische Zugangsberechtigung und das PSU gratis und Bildung egalitär sein sollten. Darüber hinaus fordern die Studenten die Verbesserung der Qualität der chilenischen Bildung und die Abschaffung des Verfassungsgesetzes zur Schulbildung, das einen Tag vor dem Rücktritt von Augusto Pinochet verkündet worden war. Am Mittwoch, den 31. Mai 2006 wurde Osvaldo Jara, Direktor des Bataillons der militärischen chilenischen Polizei, wegen der Vorgehensweise der Polizisten seines Amtes enthoben. Die Präsidentin Bachelet erklärte: „Wir haben unsere Empörung über die Vorfälle, die sich ereignet haben, zum Ausdruck gebracht. Die Journalisten, Kameramänner und Studenten, die die Ausschreitungen ertragen mussten, der Missbrauch, eine nicht zu rechtfertigende Gewalt. Wir wollen, dass unsere Polizisten die Sicherheit sicherstellen, aber wir akzeptieren keine schrecklichen Ereignisse, wie sie gestern von allen Chilenen gesehen wurden.“ Jara wurde durch José Bernales im Amt ersetzt. Dieser Artikel ist  eine Übersetzung eines fremdsprachigen Artikels vom 31.05.2006"
article_73;https_de.wikinews.org_wiki_China__Amtszeitbegrenzung_wird_abgeschafft;11.03.2018;Peking (Volksrepublik China) ; Was die kommunistische Partei Chinas im Februar beschlossen hatten, tritt nun durch den Volkskongress in Gesetzeskraft: Die Amtszeitbeschränkung auf zwei Amtszeiten für den Präsidenten wurde nun in China aufgehoben. Für diese Verfassungsänderung, welche die Macht des derzeitigen Präsidenten Xi Jinping weiter erhöhen wird, sprach sich eine überwältigende Mehrheit der Delegierten aus. Lediglich zwei Delegierte stimmten dagegen. Weitere Verfassungsänderungen betreffen eine Änderung der Präambel, in der Xi Jinping nun als Vordenker eines chinesischen Sozialismus bezeichnet wird, und die Einrichtung einer neuen, von der Justiz unabhängigen Kontrollbehörde, die die Arbeit von Staatsbeamten überwacht. Kritiker warnen vor einer zu hohen Machtkonzentration durch die Änderungen.  Kommentar abgeben  Portal:Globale Politik
article_74;https_de.wikinews.org_wiki_China_hat_die_internationale_Anti-Tabak_Konvention_der_WHO_ratifiziert;03.09.2005;Peking (Volksrepublik China) ; Der ständige Ausschuss des Nationalen Volkskongresses hat nach Angaben der chinesischen Nachrichtenagentur Xinhua bei seiner derzeitigen Tagung die Rahmenkonvention der Weltgesundheitsorganisation (WHO) zur Tabakkontrolle ratifiziert. Auf der Tagung wurde ebenfalls bekannt gegeben, dass in Zukunft in China keinerlei Zigarettenautomaten mehr aufgestellt werden dürfen. Gültigkeit haben die beiden Beschlüsse, die WHO-Konvention und das Automatenverbot, in den beiden administrativen Sonderregionen Macao und Hongkong. China hat sich mit der Unterzeichnung der Konvention dazu verpflichtet, in allen Medien und auf allen öffentlichen Flächen Tabakwerbung zu verbieten. Spätestens 2010 muss das Verbot in Kraft treten. Sobald China das Verbot ausspricht, dürfen die Formel-1-Rennteams auf dem neu eröffneten Schanghaier Formel-1-Ring nicht mehr mit Tabakwerbung auf den Wagen fahren. China steht derzeit weltweit an der Spitze in der Tabakproduktion, auch der Konsum von Tabak ist mit einer Anzahl von rund 300 bis 350 Millionen Rauchern ungeschlagen. Nach Angaben der „Chinesischen Gesellschaft zur Kontrolle des Rauchens“ befinden sich unter den Rauchern rund fünf Millionen Minderjährige. Auch die Zahl der Todesfälle aufgrund des Rauchens ist sehr hoch, jährlich sterben in China rund 1,2 Millionen Menschen daran. Zahlen aus dem Jahr 2003 weisen einen jährlichen Verbrauch von 1.800 Milliarden Zigaretten in China aus. Gerade in den letzten Jahren hat sich mit dem steigenden Wohlstand in China der Konsum von Tabak auf breitere Bevölkerungsschichten ausgedehnt. Die Einnahmen aus dem Tabakhandel betragen für den Staat China jährlich mehrere Milliarden Dollar.
article_75;https_de.wikinews.org_wiki_Clinton_will_Obama_als_ihren_Vize;07.03.2008;Vereinigte Staaten ; Nachdem sie am Dienstag die Vorwahlen in Ohio und Texas gewonnen hatte, hat Hillary Clinton ihrem Konkurrenten Barak Obama am Mittwoch ein Angebot gemacht. Sie möchte mit ihrem Gegenspieler als „running mate“ in das Rennen für das Präsidentenamt gehen. Clinton hatte am 4. März auch die Wahlen in Rhode Island, aber nicht in Vermont gewonnen, die an Obama gingen. Für Clinton ging es bei den Wahlen immer auf und ab. Wenn sie nicht in Ohio und Texas gewonnen hätte, wäre sie aus dem Rennen ausgeschieden. Die Vorwahlen brachten bei den Demokraten noch keine Entscheidung für die Kandidatur zum Präsidentenamt, aber Obamas Werte steigen immer noch an. Es stehen noch einige andere Vorwahlen bevor, unter anderem am 22. April im bevölkerungsreichen Pennsylvania. Der Republikaner John McCain konnte sich hingegen seine Kandidatur für die Präsidentschaftswahl durch den Gewinn der Wahlen in den vier oben genannten Staaten sichern. Es könnte schwierig für ihn sein, konservative christliche Wähler an sich zu binden, weil diese ihn auf einigen Gebieten für zu liberal halten. Er hat auf jeden Fall so viele Stimmen wie Bush erhalten, der bekanntlich auch Republikaner ist. Mike Huckabee, der Republikaner Nr. 2, bleibt an seiner Stelle. Dieser Artikel ist  eine Übersetzung eines fremdsprachigen Artikels vom 05.03.2008.
article_76;https_de.wikinews.org_wiki_D_C3_A4nen_w_C3_A4hlen_neues_Parlament;08.02.2005;Kopenhagen (Dänemark) ; Heute waren vier Millionen Dänen aufgerufen, ein neues Parlament zu wählen. Ministerpräsident Anders Fogh Rasmussen hatte den Wahltermin vor drei Wochen bekanntgegeben. Als Grund für das Vorziehen der Wahl, die acht Monate vor Ablauf der Legislaturperiode abgehalten werden muss, gab der Regierungschef die im November anstehenden Kommunalwahlen an. Die rechtsliberale Regierungskoalition liegt in Umfragen vorn und könnte laut Umfragen zusammen mit der kleinen Christdemokratischen Partei (Kristendemokraterne) eine Mehrheit der 179 Parlamentssitze erzielen. Derzeit verfügt die Regierungskoalition, bestehend aus Rasmussens Liberaler Partei (Venstre) und der konservativen Fraktion, über keine Mehrheit im Parlament. Es handelt sich um eine Minderheitsregierung, die von der rechtspopulistischen Dansk Folkeparti (DF) toleriert und gestützt wird. Die sozialdemokratische Opposition muss sich dagegen auf Verluste einstellen. Rasmussen setzte im Wahlkampf auf seine restriktiven Einwanderungs- und Asylpolitikpolitik und Steuersenkungspläne. Seit Beginn der Amtszeit von Rasmussens sank die Zahl derer, die in Dänemark Asyl suchen, um fast 75 Prozent. Äußert umstritten war die Entscheidung der Regierung, Truppen in den Irak zu entsenden.
article_77;https_de.wikinews.org_wiki_D_C3_A4nischer_Regierungschef_wieder_gew_C3_A4hlt;09.02.2005;Kopenhagen (Dänemark) ; Gestern wählte die dänische Bevölkerung ein neues Parlament. Bereits gestern abend haben die ersten Hochrechnungen die liberale Partei „Venstre“ des Präsidenten Anders Fogh Rasmussen vorne gesehen. Im Laufe der Nacht hat sich diese Vorhersage bestätigt. Somit steht der Gewinn der Parlamentswahlen für den bisherigen Ministerpräsidenten fest. Gemeinsam hat das rechtsliberale Drei-Parteien-Bündnis eine Mehrheit von 94 der 175 Stimmen im Kopenhagener Parlament. Klare Verlierer der Wahl sind die einst dominierenden Sozialdemokraten  (Socialdemokratiet). Sie kamen nur auf 26 Prozent der Stimmen. Rasmussen nannte als wichtigste Aufgabe seiner neuen Regierungszeit neben einer Gemeindereform die im Jahr 2006 anstehende Volksabstimmung zur EU-Verfassung.
article_78;https_de.wikinews.org_wiki_Das_Bundesverteidigungsministerium_bestreitet_die_operative_US.Drohnen-Kr.Drohnen-KriegsfC3BChrung_von_Ramstein_aus;21.04.2015;"Vorlage:Veöffentlicht
Berlin (Deutschland) ";" Text …Die Bundesregierung bleibt bei ihrer Darstellung, dass sie keine neuen Erkenntnisse zur Funktion der US-Base Ramstein hat. Die deutsche Bundesregierung besteht darauf ""dass von amerikanischen Stützpunkten in Deutschland aus Einsätze bewaffneter ferngesteuerter Luftfahrzeuge weder geflogen noch befehligt werden"".(Spiegel_Online, 21.04.2015) Es bestehen begründete Zweifel, dass das amerikanische Verteidigungsministerium sich an diese Vorgabe hält. Spiegel-Online und ""The Intercept"" hatten am Wochenanfang Belege präsentiert, die der US-Basis Ramstein eine besondere Rolle im amerikanischen Drohnenkrieg zuweisen.   Über die zentrale Rolle der US-Militärbasis Ramstein will Verteidigungministerin von der Leyen, die sich gerade in Washington mit ihrem Amtskollegen Ashton Carter trifft, nicht sprechen .  Artikelname (Datum)  --Cereale (Diskussion) 14:02, 21. Apr. 2015 (CEST)"
article_79;https_de.wikinews.org_wiki_Das_Coronavirus_breitet_sich_aus;25.01.2020;Wuhan (China) ; In der Stadt Wuhan ist seit einigen Wochen das neue Coronavirus 2019-nCoV ausgebrochen. Da die chinesische Regierung das Virus, welches schwere Atemwegserkrankungen verursacht, eindämmen möchte, ist die Stadt abgeschottet worden, und auch ein neues Krankenhaus soll nun innerhalb von sieben Tagen gebaut werden. Bereits vor 18 Jahren gab es ein genetisch fast identisches Virus, das SARS-Virus, welches eine Pandemie mit mindestens 774 Toten weltweit ausgelöst hat. Seinen Ursprung hat das neuartige Virus vermutlich an einem großen Fischmarkt in Wuhan. Um seine Ausbreitung zu verhindern, hat die chinesische Regierung die lokalen Tiermärkte geschlossen und Zug- und Fluglinien gestrichen. Auch kontrollieren China, Chinas Nachbarländer und die USA an den Flughäfen mit Wärmebildkameras, ob Reisende hohes Fieber haben, um diese dann weiter zu untersuchen.  Kommentar abgeben / Kommentare ansehen 
article_80;https_de.wikinews.org_wiki_Das_UNHCHR_berichtet__C3_BCber_die_Luftangriffe_in_der_syrischen_Deeskala;06.07.2018;Daraa (Syrien) ;"
Der Hohe Kommissar der Vereinten Nationen für Menschenrechte (UNHCHR), Seid bin Ra’ad Seid Al-Hussein warnt am 26. Juni 2018 vor der Katastrophe der Kämpfe in dem syrischen Gouvernement  Daraa. Das Gouvernement Daraa wurde Juli 2017 im trilateralen Waffenstillstandsabkommen mit den USA, Russland und Jordanien zur Deeskalationszone erklärt. Trotzdem eskalieren seit dem 19. Juni diesen Jahres die Luftangriffe. Vom UN-Menschenrechtsbüro wurden 46 Tote unter Zivilisten dokumentiert. Die Zahl der Zivilisten, die zwischen den Regierungstruppen, den bewaffneten Aufständischen und dem Islamischen Staat (ISIL) eingeschlossen sind, droht durch weitere Bombardierungen und Kämpfe massiv anzusteigen. Tausende Zivilisten sind bereits Richtung Jordanien geflohen. Viele sind ohne Wasser und Nahrungsmittel in Wüstengebieten gestrandet. Jordanien hat am 26. Juni bekanntgegeben, das seine Grenzen zu Syrien geschlossen bleiben. Ähnlich wie die Deeskalationszone Ost-Ghouta zum Schauplatz grausamer Kämpfe wurde, droht dies auch in Daraa.  Algerien setzt Flüchtlinge trotz EU-Hilfen in der Sahara aus (27.06.2018)"
article_81;https_de.wikinews.org_wiki_Das_verbotene_Referendum_zur_Unabh_C3_A4ngigkeit_Kataloniens;NA; ;" Pep Guardiola Barcelona (Spanien), 01.10.2017 – Am Sonntag um neun Uhr hat das vom spanischen Verfassungsgericht untersagte Referendum über die Unabhängigkeit Kataloniens begonnen. Katalonien will mit dieser Volksabstimmung ein eigenständiger Staat werden. Tausende Separatisten wollen ihre Stimme abgeben und strömen zu den Wahllokalen. Fünf Millionen wären wahlberechtigt, wenn es um die Frage geht: ""Wollen Sie, dass Katalonien ein unabhängiger Staat in Form einer Republik ist?"" Die Zentralregierung in Madrid ist gegen die Abspaltung. Das spanische Verfassungsgericht hat die Abstimmung verboten. Die Richter begründen die Entscheidung mit der gesetzlich verankerten Unteilbarkeit des spanischen Staates. Präsident Rajoy entsandte 26.000 Polizisten nach Katalonien. Die örtlichen Polizeieinheiten hatten dem Befehl, die Wahllokale abzuriegeln, keine Folge geleistet. 2315 Wahllokale gibt es. Bis 20 Uhr bestünde dort die Möglichkeit, seine Stimme abzugeben. Bei einem Teil der Wahllokale sind Einheiten der aus Madrid entsandten Polizei aufgezogen, zum Teil wird energisch gegen Personen vorgegangen, die ihre Stimme abgeben wollen. Zwischenzeitlich wurden Wahlurnen beschlagnahmt. Am Samstag hatten in ganz Spanien Gegner der Abspaltung wie auch Befürworter demonstiert. Vor dem Madrider Rathaus waren es tausende, die gegen eine Abstimmung sind. Sie skandierten: ""Separatisten, Terroristen!"" und ""Viva España!"" Sie forderten die Festnahme von Carles Puigdemont i Casamajó, katalanischer Ministerpräsident, und Mitgliedern der Partit Demòcrata Europeu Català (PDC). Das Auswärtige Amt hat eine Warnung ausgesprochen. Touristen in der Region sollten insbesondere dieses Wochenende Menschenansammlungen meiden.  Kommentar abgeben "
